"Amazon 出品サービス、フルフィルメント by Amazon (FBA) "
"指定のない場合、単位は円"
"定義："
"売上税徴収額：商品売上、配送料、ギフト包装料として購入者から徴収した売上税"
"販売手数料：カテゴリー成約料と販売手数料が含まれます。"
"トランザクションに関するその他の手数料：FBA 配送料のチャージバックまたは、出品者出荷の配送料にかかる手数料"
"その他：注文以外に関する取引金額。詳しくは、各注文番号のトランザクションの種類と、説明の各項目をご覧ください。"
"日付/時間","決済番号","トランザクションの種類","注文番号","SKU","説明","数量","Amazon 出品サービス","フルフィルメント","市町村","都道府県","郵便番号","税金徴収型","商品売上","商品の売上税","配送料","配送料の税金","ギフト包装手数料","ギフト包装クレジットの税金","Amazonポイントの費用","プロモーション割引額","プロモーション割引の税金","源泉徴収税を伴うマーケットプレイス","手数料","FBA 手数料","トランザクションに関するその他の手数料","その他","合計"
"2023/03/04 11:26:14 JST","11349631063","注文","503-6463668-1255818","JQ-MLRE-AH9L","【Smart-KM】S017 網タイツ レース ガーターストッキング ニーハイ セクシー ストッキング レディース 仮装 2点セ?","1","amazon.jp","Amazon","","東京都","165-0033","","653.00","65.00","373.00","37.00","0","0","0","0","0","0","-95.00","-698.00","0","0","335.00"
"2023/03/04 11:49:33 JST","11349631063","注文","250-5515025-4747800","D5-BQDA-9KSD","【Smart-KM】O021 Fintie Kindle Paperwhite ケース 超薄 軽量 保護カバー オートスリープ機能付き （2012, 2013, 2015,2016バー?","1","amazon.jp","出品者","","埼玉県","359-1124","","1,164.00","116.00","0","0","0","0","0","0","0","0","-141.00","0","0","0","1,139.00"
"2023/03/04 12:57:32 JST","11349631063","注文","503-6532368-0212630","JC-9CLM-Q8BL","【Smart-KM】G022 モニター台 机上台 モニタースタンド 4 USBポート付き キーボード収納 アルミ合金製ブラケット デ","1","amazon.jp","Amazon","","東京都","107-0062","","2,709.00","271.00","0","0","0","0","0","0","0","0","-492.00","-815.00","0","0","1,673.00"
"2023/03/04 12:58:54 JST","11349631063","注文","250-6663543-0470267","NR-5Z4P-2YBS","[Smart-Bear] W003 子供の靴下 立体 可愛い動物柄 通学 通園 キッズ ソックス 女の子 5足セット (M)","1","amazon.jp","Amazon","","東京都","162-0056","","1,255.00","125.00","62.00","6.00","0","0","-14.00","-62.00","-6.00","0","-180.00","-434.00","0","0","752.00"
"2023/03/04 13:04:04 JST","11349631063","注文","249-6088829-7703863","53-C8NZ-UF4D","[smally] 【Smart-Bear】T004 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (イエロ?","1","amazon.jp","Amazon","","兵庫県","673-0846","","1,618.00","162.00","186.00","19.00","0","0","-18.00","-186.00","-19.00","0","-232.00","-318.00","0","0","1,212.00"
"2023/03/04 14:13:51 JST","11349631063","注文","250-3694709-0963034","MZ-Z063-LUOE","[Smart-Bear] T008 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 梅花 熊","1","amazon.jp","Amazon","","長野県","399-8303","","1,982.00","198.00","0","0","0","0","-22.00","0","0","0","-285.00","-318.00","0","0","1,555.00"
"2023/03/04 14:40:43 JST","11349631063","注文","250-7474945-1127028","9Z-9UTZ-BE8A","[Smart-Bear] P002 キッズ服 Tシャツ ズボン 男の子 女の子 パジャマ 前開きキッズ 部屋着 寝間着ルームウェア ホー?","1","amazon.jp","Amazon","","東京都","140-0002","","2,345.00","235.00","0","0","0","0","-26.00","0","0","0","-337.00","-514.00","0","0","1,703.00"
"2023/03/04 14:43:02 JST","11349631063","注文","250-8180249-8929441","WU-UT4G-81B4","[Smart-Bear] W109 ガールズハイソックス ソックス ベビー 幼児用 キッズ 子供 通学 通園 靴下 可愛い 動物柄 ヨット?","1","amazon.jp","出品者","","Hiroshima-ken","737-0141","","1,255.00","125.00","0","0","0","0","-14.00","0","0","0","-180.00","0","0","0","1,186.00"
"2023/03/04 15:01:09 JST","11349631063","注文","503-9431673-2354250","O6-48G1-BEO9","【Smart-KM】O021 Fintie Kindle Paperwhite ケース 超薄 軽量 保護カバー オートスリープ機能付き （2012, 2013, 2015,2016バー?","1","amazon.jp","出品者","","東京都","156-0043","","1,164.00","116.00","0","0","0","0","0","0","0","0","-634.00","0","0","0","646.00"
"2023/03/04 17:33:12 JST","11349631063","注文","503-0914264-1135806","OL-SMR2-XQ5N","[Smart-Bear] P002 キッズ服 Tシャツ ズボン 男の子 女の子 パジャマ 前開きキッズ 部屋着 寝間着ルームウェア ホー?","1","amazon.jp","Amazon","","東京都","114-0023","","2,345.00","235.00","0","0","0","0","-26.00","0","0","0","-337.00","-434.00","0","0","1,783.00"
"2023/03/04 18:51:11 JST","11349631063","注文","249-9262014-8429422","JF-8TCP-BT89","【Smart-Bear】W601 スノーボード スキー ソックス スキー 靴下 段階着圧設計 防寒 抗菌防臭 吸汗速乾 保温 厚手 ウ?","1","amazon.jp","Amazon","","東京都","107-0061","","1,618.00","162.00","0","0","0","0","-18.00","0","0","0","-232.00","-434.00","0","0","1,096.00"
"2023/03/04 18:52:03 JST","11349631063","注文","249-3611527-3184645","HR-B1DE-AHZ2","【Smart-Bear】P001 子供用長袖パジャマ 男の子と女の子の下着子供の秋服セット綿の下着子供用コットンセーター?","1","amazon.jp","Amazon","","千葉県","260-0026","","1,709.00","171.00","0","0","0","0","-19.00","0","0","0","-245.00","-434.00","0","0","1,182.00"
