"Amazon 出品サービス、フルフィルメント by Amazon (FBA) "
"指定のない場合、単位は円"
"定義："
"売上税徴収額：商品売上、配送料、ギフト包装料として購入者から徴収した売上税"
"販売手数料：カテゴリー成約料と販売手数料が含まれます。"
"トランザクションに関するその他の手数料：FBA 配送料のチャージバックまたは、出品者出荷の配送料にかかる手数料"
"その他：注文以外に関する取引金額。詳しくは、各注文番号のトランザクションの種類と、説明の各項目をご覧ください。"
"日付/時間","決済番号","トランザクションの種類","注文番号","SKU","説明","数量","Amazon 出品サービス","フルフィルメント","市町村","都道府県","郵便番号","税金徴収型","商品売上","商品の売上税","配送料","配送料の税金","ギフト包装手数料","ギフト包装クレジットの税金","Amazonポイントの費用","プロモーション割引額","プロモーション割引の税金","源泉徴収税を伴うマーケットプレイス","手数料","FBA 手数料","トランザクションに関するその他の手数料","その他","合計"
"2023/04/01 12:14:11 JST","11370439213","注文","250-4732770-7229448","FK-SQOE-Y997","[smally] 【Smart-Bear】T004 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (イエロ?","1","amazon.jp","Amazon","","神奈川県","252-0321","","1,618.00","162.00","0","0","0","0","-18.00","0","0","0","-232.00","-318.00","0","0","1,212.00"
"2023/04/01 12:46:30 JST","11370439213","注文","503-0526644-5378266","D5-1VCC-BVAW","【Smart-Bear】W602 スノーボード スキー ソックス スキー 靴下 段階着圧設計 防寒 抗菌防臭 吸汗速乾 保温 厚手 ウ?","1","amazon.jp","Amazon","","東京都","150-0012","","1,618.00","162.00","0","0","0","0","-18.00","0","0","0","-232.00","-434.00","0","0","1,096.00"
"2023/04/01 13:06:09 JST","11370439213","注文","503-1946409-5447852","6H-040M-0Z6H","【Smart-KM】O021 Fintie Kindle Paperwhite ケース 超薄 軽量 保護カバー オートスリープ機能付き （2012, 2013, 2015,2016バー?","1","amazon.jp","出品者","","宮城県","984-0065","","1,164.00","116.00","0","0","0","0","0","0","0","0","-634.00","0","0","0","646.00"
"2023/04/01 13:14:57 JST","11370439213","注文","249-1512474-3229406","L7-WXI9-AW9P","[enbihouse] 【Smart-Bear】T010 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロ","1","amazon.jp","Amazon","","北海道","004-0041","","2,164.00","216.00","0","0","0","0","0","0","0","0","-315.00","-318.00","0","0","1,747.00"
"2023/04/01 13:16:34 JST","11370439213","注文","250-4494794-0950235","MH-OWU7-QZ6B","【Smart-KM】T007 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 透明 クリア (ホ?","1","amazon.jp","Amazon","","神奈川県","241-0826","","1,345.00","135.00","0","0","0","0","-15.00","0","0","0","-194.00","-434.00","0","0","837.00"
"2023/04/01 13:58:00 JST","11370439213","返金","250-6803128-5956600","KH-0RZG-S1GO","[enbihouse] 【Smart-Bear】T010 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロ","1","amazon.jp","Amazon","","大阪府","560-0085","","-2,164.00","-216.00","0","0","0","0","0","0","0","0","283.00","0","0","0","-2,097.00"
"2023/04/01 13:58:36 JST","11370439213","注文","503-3733491-0507056","N7-DJHE-BRRC","[Smart-KM] S017 網タイツ レース ガーターストッキング ニーハイ セクシー ストッキング レディース 仮装 2点セッ?","1","amazon.jp","Amazon","","兵庫県","654-0142","","653.00","65.00","0","0","0","0","0","0","0","0","-95.00","-205.00","0","0","418.00"
"2023/04/01 14:19:28 JST","11370439213","注文","503-0689643-0902233","D5-1VCC-BVAW","【Smart-Bear】W602 スノーボード スキー ソックス スキー 靴下 段階着圧設計 防寒 抗菌防臭 吸汗速乾 保温 厚手 ウ?","1","amazon.jp","Amazon","","広島県","722-0024","","1,618.00","162.00","0","0","0","0","-18.00","0","0","0","-232.00","-434.00","0","0","1,096.00"
"2023/04/01 15:44:39 JST","11370439213","注文","250-5885287-9535059","U2-MUDQ-N4ZK","[smally] 【Smart-Bear】T004 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (ブルー,","1","amazon.jp","Amazon","","愛知県","485-0041","","1,618.00","162.00","0","0","0","0","-18.00","0","0","0","-232.00","-318.00","0","0","1,212.00"
"2023/04/01 16:09:29 JST","11370439213","注文","250-5317338-5607053","L7-WXI9-AW9P","[enbihouse] 【Smart-Bear】T010 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロ","1","amazon.jp","Amazon","","神奈川県","243-0035","","2,164.00","216.00","0","0","0","0","0","0","0","0","-315.00","-318.00","0","0","1,747.00"
"2023/04/01 16:44:41 JST","11370439213","注文","250-5037822-1668649","L7-WXI9-AW9P","[enbihouse] 【Smart-Bear】T010 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロ","1","amazon.jp","Amazon","","兵庫県","665-0805","","2,164.00","216.00","186.00","19.00","0","0","0","-186.00","-19.00","0","-315.00","-318.00","0","0","1,747.00"
"2023/04/01 16:48:46 JST","11370439213","注文","250-3685623-6312647","KH-0RZG-S1GO","[enbihouse] 【Smart-Bear】T010 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロ","1","amazon.jp","Amazon","","東京都","164-0003","","2,164.00","216.00","0","0","0","0","0","0","0","0","-315.00","-318.00","0","0","1,747.00"
"2023/04/01 17:21:59 JST","11370439213","注文","503-9505365-4006224","8Q-VTYS-YQ5Z","[Smart-Bear] W005 子供の靴下 男の子 女の子 ソックス 通園 通学 抗菌 通気性 5足セット (L)","1","amazon.jp","Amazon","","静岡県","415-0028","","1,436.00","144.00","0","0","322.00","32.00","-16.00","-45.00","-4.00","0","-200.00","-788.00","0","0","881.00"
"2023/04/01 17:21:59 JST","11370439213","注文","503-9505365-4006224","8Q-VTYS-YQ5Z","[Smart-Bear] W005 子供の靴下 男の子 女の子 ソックス 通園 通学 抗菌 通気性 5足セット (L)","1","amazon.jp","Amazon","","静岡県","415-0028","","1,436.00","144.00","0","0","322.00","32.00","-16.00","-42.00","-4.00","0","-200.00","-788.00","0","0","884.00"
"2023/04/01 17:25:02 JST","11370439213","注文","503-0010442-3258257","CZ-F8XU-0AJY","【Smart-Bear】T012 キッズ レインコート 女の子 子供用 レインウェア 雨具 小学生 レインポンチョ 防水 防風 収納?","1","amazon.jp","Amazon","","東京都","144-0054","","2,255.00","225.00","0","0","0","0","-25.00","0","0","0","-325.00","-318.00","0","0","1,812.00"
"2023/04/01 17:47:41 JST","11370439213","注文","250-7533377-4666252","M9-CRQJ-1EUU","【Smart-KM】T007 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 透明 クリア (ブ?","1","amazon.jp","Amazon","","三重県","510-0805","","1,255.00","125.00","0","0","0","0","0","0","0","0","-183.00","-318.00","0","0","879.00"
"2023/04/01 18:19:54 JST","11370439213","注文","250-3644528-7599816","QO-FHC9-QIWP","【Smart-KM】T002 韓国enbihouseレインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (ペン?","1","amazon.jp","Amazon","","東京都","202-0004","","1,709.00","171.00","0","0","0","0","-19.00","0","0","0","-245.00","-318.00","0","0","1,298.00"
"2023/04/01 18:22:21 JST","11370439213","注文","503-7183774-2219005","C8-VY3A-HL06","[Smart-Bear] W005 子供の靴下 男の子 女の子 ソックス 通園 通学 抗菌 通気性 5足セット (M)","1","amazon.jp","Amazon","","広島県","730-0847","","1,436.00","144.00","0","0","0","0","-16.00","0","0","0","-207.00","-434.00","0","0","923.00"
"2023/04/01 19:09:39 JST","11370439213","注文","503-7256614-7961410","D5-1VCC-BVAW","【Smart-Bear】W602 スノーボード スキー ソックス スキー 靴下 段階着圧設計 防寒 抗菌防臭 吸汗速乾 保温 厚手 ウ?","1","amazon.jp","Amazon","","大阪府","546-0041","","1,618.00","162.00","94.00","9.00","0","0","-18.00","-94.00","-9.00","0","-232.00","-434.00","0","0","1,096.00"
"2023/04/01 20:13:03 JST","11370439213","返金","249-1468215-9312602","A2-8C3Q-TP3H","[Smart-Bear] T308 キッズ レインブーツ レインシューズ 子供用 長靴 男の子 女の子 雨靴 ゴム長靴 滑り止め 通園・?","1","amazon.jp","Amazon","","千葉県","270-2214","","-2,345.00","-235.00","0","0","0","0","26.00","0","0","0","303.00","0","0","0","-2,251.00"
"2023/04/01 20:22:53 JST","11370439213","注文","249-1468215-9312602","A2-8C3Q-TP3H","[Smart-Bear] T308 キッズ レインブーツ レインシューズ 子供用 長靴 男の子 女の子 雨靴 ゴム長靴 滑り止め 通園・?","1","amazon.jp","Amazon","","千葉県","270-2214","","2,345.00","235.00","0","0","0","0","-26.00","0","0","0","-337.00","-434.00","0","0","1,783.00"
"2023/04/02 0:05:41 JST","11370439213","注文","250-4007359-2231066","R2-MSJY-7BCU","【Smart-KM】 E015 スマートフォン用 スマホリング 持ちやすい リングスタンド ホールドリング 落下防止 星型 ☆型","2","amazon.jp","出品者","","神奈川県","252-0327","","724.00","72.00","0","0","0","0","0","0","0","0","-88.00","0","0","0","708.00"
"2023/04/02 0:06:11 JST","11370439213","注文","503-2477468-7008625","7Y-BBJC-HSZ5","【Smart-KM】 E015 スマートフォン用 スマホリング 持ちやすい リングスタンド ホールドリング 落下防止 星型 ☆型","1","amazon.jp","出品者","","大阪府","561-0811","","362.00","36.00","0","0","0","0","0","0","0","0","-44.00","0","0","0","354.00"
"2023/04/02 0:09:33 JST","11370439213","注文","249-1384332-2387002","U7-A3GW-AF6H","【Smart-KM】A134 ファーウェイ Huawei P10/Huawei P10 lite/Huawei P10 Plus/honor 9対応 ケース 透明 クリアケース スマホケース","1","amazon.jp","出品者","","東京都","167-0022","","271.00","27.00","0","0","0","0","-3.00","0","0","0","-33.00","0","0","0","262.00"
"2023/04/02 0:11:25 JST","11370439213","注文","250-4761571-0034255","QM-VZZN-MPA1","【Smart-KM】 E015 スマートフォン用 スマホリング 持ちやすい リングスタンド ホールドリング 落下防止 星型 ☆型","1","amazon.jp","出品者","","神奈川県","214-0014","","362.00","36.00","0","0","0","0","0","0","0","0","-44.00","0","0","0","354.00"
"2023/04/02 3:29:29 JST","11370439213","注文外料金","","","広告費用","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-32,036.00","-3,204.00","-35,240.00"
"2023/04/02 8:41:22 JST","11370439213","注文","250-4843268-5791063","D5-1VCC-BVAW","【Smart-Bear】W602 スノーボード スキー ソックス スキー 靴下 段階着圧設計 防寒 抗菌防臭 吸汗速乾 保温 厚手 ウ?","1","amazon.jp","Amazon","","東京都","136-0074","","1,618.00","162.00","0","0","0","0","-18.00","0","0","0","-232.00","-434.00","0","0","1,096.00"
"2023/04/02 9:57:06 JST","11370439213","注文","250-4525885-0196628","SI-EW2B-SYU1","【Smart-Bear】T101 フード付きタオル 子供用 マントバスタオル ビーチタオル 子ども 超吸収性 赤ちゃんポンチョ ?","1","amazon.jp","Amazon","","山形県","991-0052","","1,800.00","180.00","0","0","0","0","-20.00","0","0","0","-259.00","-434.00","0","0","1,267.00"
"2023/04/02 10:40:45 JST","11370439213","注文","503-7992235-4111852","D5-1VCC-BVAW","【Smart-Bear】W602 スノーボード スキー ソックス スキー 靴下 段階着圧設計 防寒 抗菌防臭 吸汗速乾 保温 厚手 ウ?","1","amazon.jp","Amazon","中央区","東京都","104-0052","","1,618.00","162.00","0","0","0","0","-18.00","0","0","0","-232.00","-434.00","0","0","1,096.00"
"2023/04/02 10:43:09 JST","11370439213","注文","249-0949077-4217417","DU-P06F-VJBB","[enbihouse] 【Smart-Bear】T010 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロ","1","amazon.jp","Amazon","","大阪府","590-0402","","2,164.00","216.00","0","0","0","0","0","0","0","0","-315.00","-318.00","0","0","1,747.00"
"2023/04/02 10:51:50 JST","11370439213","注文","249-8918700-5737453","JQ-MLRE-AH9L","【Smart-KM】S017 網タイツ レース ガーターストッキング ニーハイ セクシー ストッキング レディース 仮装 2点セ?","1","amazon.jp","Amazon","","山口県","750-0084","","653.00","65.00","0","0","0","0","0","0","0","0","-95.00","-193.00","0","0","430.00"
"2023/04/02 11:01:29 JST","11370439213","注文","503-2911707-8334221","FQ-TZLP-HWK1","[smally] 【Smart-Bear】T004 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (ピンク,","1","amazon.jp","Amazon","","神奈川県","230-0077","","1,618.00","162.00","0","0","0","0","-18.00","0","0","0","-232.00","-318.00","0","0","1,212.00"
"2023/04/02 11:05:39 JST","11370439213","注文","249-3648204-9406265","8Y-B81U-KU22","[smally] 【Smart-Bear】T004 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (ピンク,","1","amazon.jp","Amazon","","東京都","187-0031","","1,618.00","162.00","116.00","12.00","0","0","-18.00","-81.00","-8.00","0","-442.00","-573.00","0","0","786.00"
"2023/04/02 11:05:39 JST","11370439213","注文","249-3648204-9406265","8Y-B81U-KU22","[smally] 【Smart-Bear】T004 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (ピンク,","1","amazon.jp","Amazon","","東京都","187-0031","","1,618.00","162.00","115.00","12.00","0","0","-18.00","-81.00","-8.00","0","0","-318.00","0","0","1,482.00"
"2023/04/02 11:13:30 JST","11370439213","注文","249-0313478-0966237","6H-040M-0Z6H","【Smart-KM】O021 Fintie Kindle Paperwhite ケース 超薄 軽量 保護カバー オートスリープ機能付き （2012, 2013, 2015,2016バー?","1","amazon.jp","出品者","","東京都","167-0021","","1,164.00","116.00","0","0","0","0","0","0","0","0","-634.00","0","0","0","646.00"
"2023/04/02 11:47:47 JST","11370439213","注文","249-4728515-0471027","1Y-QW64-9HOO","【Smart-Bear】O024 Kindle(第10世代 2019年) ケース 超薄 軽量 保護カバー オートスリープ機能付き 耐久性 耐衝撃 落下?","1","amazon.jp","出品者","","神奈川県","210-0821","","908.00","91.00","0","0","0","0","-10.00","0","0","0","-109.00","0","0","0","880.00"
"2023/04/02 12:20:39 JST","11370439213","注文","250-9306436-3527034","MO-6NAH-GNZ6","【Smart-KM】T005 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (ピンク, M)","1","amazon.jp","Amazon","","栃木県","321-0152","","1,618.00","162.00","186.00","19.00","0","0","-18.00","-186.00","-19.00","0","-232.00","-318.00","0","0","1,212.00"
"2023/04/02 12:23:23 JST","11370439213","注文","249-9477700-0907063","QU-WN46-REY2","[Smart-Bear] W005 子供の靴下 男の子 女の子 ソックス 通園 通学 抗菌 通気性 5足セット (S)","1","amazon.jp","Amazon","","Tokyo-to","157-0073","","1,436.00","144.00","0","0","0","0","-16.00","0","0","0","-207.00","-434.00","0","0","923.00"
"2023/04/02 12:53:56 JST","11370439213","注文","249-9274597-4421431","2T-ZO0G-08M7","[Smart-Bear] T308 キッズ レインブーツ レインシューズ 子供用 長靴 男の子 女の子 雨靴 ゴム長靴 滑り止め 通園・?","1","amazon.jp","Amazon","","愛知県","461-0045","","2,345.00","235.00","0","0","0","0","-26.00","0","0","0","-337.00","-434.00","0","0","1,783.00"
"2023/04/02 12:55:05 JST","11370439213","注文","249-9274542-8235012","8Q-VTYS-YQ5Z","[Smart-Bear] W005 子供の靴下 男の子 女の子 ソックス 通園 通学 抗菌 通気性 5足セット (L)","1","amazon.jp","Amazon","","滋賀県","520-0248","","1,436.00","144.00","0","0","0","0","-16.00","0","0","0","-207.00","-434.00","0","0","923.00"
"2023/04/02 14:41:30 JST","11370439213","注文","503-8723752-6512605","B1-V2N2-J8BN","【Smart-KM】T007 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 透明 クリア (ブ?","1","amazon.jp","Amazon","","埼玉県","335-0001","","1,255.00","125.00","0","0","0","0","-14.00","0","0","0","-180.00","-434.00","0","0","752.00"
"2023/04/02 14:42:05 JST","11370439213","注文","503-3555562-6553429","NR-5Z4P-2YBS","[Smart-Bear] W003 子供の靴下 立体 可愛い動物柄 通学 通園 キッズ ソックス 女の子 5足セット (M)","1","amazon.jp","Amazon","","愛知県","462-0032","","1,255.00","125.00","0","0","0","0","-14.00","-37.00","-4.00","0","-175.00","-434.00","0","0","716.00"
"2023/04/02 14:42:05 JST","11370439213","注文","503-3555562-6553429","3T-Y9S7-7048","[Smart-Bear] W003 子供の靴下 立体 可愛い動物柄 通学 通園 キッズ ソックス 女の子 5足セット (L)","1","amazon.jp","Amazon","","愛知県","462-0032","","1,255.00","125.00","0","0","0","0","-14.00","-38.00","-4.00","0","-175.00","-434.00","0","0","715.00"
"2023/04/02 14:44:49 JST","11370439213","注文","250-1040093-8220664","EQ-E9S7-QXE3","【Smart-KM】T005 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (イエロー, S)","1","amazon.jp","Amazon","","栃木県","329-1232","","1,618.00","162.00","0","0","0","0","0","0","0","0","-235.00","-318.00","0","0","1,227.00"
"2023/04/02 15:17:37 JST","11370439213","注文","503-7327120-0070267","TR-8MGZ-II7N","[Smart-Bear] T303 キッズ レインブーツ レインシューズ 子供用 長靴 男の子 女の子 雨靴 ゴム長靴 滑り止め 通園・?","1","amazon.jp","Amazon","","宮城県","982-0833","","2,345.00","235.00","0","0","0","0","-26.00","0","0","0","-337.00","-434.00","0","0","1,783.00"
"2023/04/02 16:26:10 JST","11370439213","注文","503-3391034-1868643","M9-RIG5-DRKF","[Smart-Bear] W101 立体 可愛い動物柄 通学 通園 靴下 キッズ ソックス 女の子 ソックス カラーフル 5足セット (L)","1","amazon.jp","Amazon","","宮城県","984-0821","","1,345.00","135.00","0","0","0","0","-15.00","0","0","0","-194.00","-434.00","0","0","837.00"
"2023/04/02 17:42:41 JST","11370439213","注文","250-3665178-7504633","EQ-E9S7-QXE3","【Smart-KM】T005 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (イエロー, S)","1","amazon.jp","Amazon","","秋田県","010-0146","","1,618.00","162.00","0","0","0","0","0","0","0","0","-235.00","-318.00","0","0","1,227.00"
"2023/04/02 17:48:43 JST","11370439213","注文","249-3988942-2478233","8Y-B81U-KU22","[smally] 【Smart-Bear】T004 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (ピンク,","1","amazon.jp","Amazon","","Tokyo-to","150-0035","","1,618.00","162.00","0","0","0","0","-18.00","0","0","0","-232.00","-318.00","0","0","1,212.00"
"2023/04/02 19:34:21 JST","11370439213","注文","249-4008769-4293422","C8-VY3A-HL06","[Smart-Bear] W005 子供の靴下 男の子 女の子 ソックス 通園 通学 抗菌 通気性 5足セット (M)","1","amazon.jp","Amazon","","埼玉県","340-0031","","1,436.00","144.00","0","0","0","0","-16.00","0","0","0","-207.00","-434.00","0","0","923.00"
"2023/04/03 0:04:52 JST","11370439213","注文","250-4789380-2722251","T0-GEBV-U0AN","【Smart-KM】A134 ファーウェイ Huawei P10/Huawei P10 lite/Huawei P10 Plus/honor 9対応 ケース 透明 クリアケース スマホケース","1","amazon.jp","出品者","","大阪府","543-0051","","271.00","27.00","0","0","0","0","-3.00","0","0","0","-33.00","0","0","0","262.00"
"2023/04/03 0:05:46 JST","11370439213","注文","250-9986774-5732600","8O-25IU-CIFQ","【Smart-KM】A131 サムスンギャラクシー S8 S8+ S8 Plus S9 S9+ Note 8対応 ケース 透明 クリアケース スマホケース 高機能","1","amazon.jp","出品者","","栃木県","321-0224","","316.00","32.00","0","0","0","0","-3.00","0","0","0","-39.00","0","0","0","306.00"
"2023/04/03 0:14:05 JST","11370439213","注文","250-7273113-3097461","DK-1E2Z-9AM5","【Smart-KM】A093 iPhone 7/iPhone 7 Plus/iPhone 8/iPhone 8 Plus/iPhone X/iPhone Xs/iPhone Xs Max/iPhone XR対応 ケース クリアケース スマ?","1","amazon.jp","出品者","","長崎県","859-4502","","416.00","42.00","0","0","0","0","-5.00","0","0","0","-50.00","0","0","0","403.00"
"2023/04/03 6:32:26 JST","11370439213","調整","503-8877690-1943022","9Y-6PRY-JAPY","FBA在庫の返金 - 購入者による返品: ","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","399.00","399.00"
"2023/04/03 9:39:42 JST","11370439213","注文","249-7760863-7159841","F4-DJYL-ZFI7","[enbihouse] 【Smart-Bear】T010 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロ","1","amazon.jp","Amazon","","東京都","184-0011","","2,164.00","216.00","373.00","37.00","0","0","0","-373.00","-37.00","0","-315.00","-318.00","0","0","1,747.00"
"2023/04/03 10:14:22 JST","11370439213","注文","250-1904226-4803846","DT-RMBK-MVUT","[Smart-Bear] T003 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 リュック対応 ト?","1","amazon.jp","Amazon","","大阪府","597-0051","","1,800.00","180.00","0","0","0","0","-20.00","0","0","0","-259.00","-318.00","0","0","1,383.00"
"2023/04/03 11:29:25 JST","11370439213","注文","250-3130630-3152631","A1-QYHS-GTNN","[Smart-Bear] P002 キッズ服 Tシャツ ズボン 男の子 女の子 パジャマ 前開きキッズ 部屋着 寝間着ルームウェア ホー?","1","amazon.jp","Amazon","","静岡県","431-3105","","2,345.00","235.00","373.00","37.00","0","0","-26.00","-373.00","-37.00","0","-337.00","-318.00","0","0","1,899.00"
"2023/04/03 12:11:16 JST","11370439213","注文","503-0794783-1499858","WU-UT4G-81B4","[Smart-Bear] W109 ガールズハイソックス ソックス ベビー 幼児用 キッズ 子供 通学 通園 靴下 可愛い 動物柄 ヨット?","1","amazon.jp","出品者","","Nagasaki-ken","857-1233","","1,255.00","125.00","0","0","0","0","-14.00","0","0","0","-180.00","0","0","0","1,186.00"
"2023/04/03 12:22:10 JST","11370439213","注文","249-6102412-0554244","JQ-MLRE-AH9L","【Smart-KM】S017 網タイツ レース ガーターストッキング ニーハイ セクシー ストッキング レディース 仮装 2点セ?","1","amazon.jp","Amazon","","北海道","007-0870","","653.00","65.00","0","0","0","0","0","0","0","0","-95.00","-193.00","0","0","430.00"
"2023/04/03 14:05:38 JST","11370439213","注文","250-4573197-2836663","8B-NUB8-J7O4","[Smart-Bear] W023 夏 ベビー 幼児用 キッズ 子供 靴下 男の子 女の子 かわいい スポーツ 無地 通気 5足セット (動物柄","1","amazon.jp","Amazon","","京都府","619-0237","","1,255.00","125.00","0","0","0","0","-14.00","0","0","0","-180.00","-434.00","0","0","752.00"
"2023/04/03 14:43:25 JST","11370439213","注文","249-2223036-7372639","4O-JFNX-RKMV","[Smart-Bear] W007 子供の靴下 ソックス 夏 メッシュ素材 可愛い お姫様 学生用 通園 通学 男女兼用 吸湿 通気 5足セ?","1","amazon.jp","Amazon","","和歌山県","645-0027","","1,255.00","125.00","0","0","0","0","-14.00","0","0","0","-180.00","-318.00","0","0","868.00"
