"ASIN","fnsku","商品名","Fulfillment center","Country code","Longest side","Median side","Shortest side","Measurement units","weight","Weight units","Item volume","Volume units","Product size tier","Average quantity on hand","Average quantity pending removal","Total item volume (est.)","Month of charge","Storage rate","通貨","Monthly storage fee (est.)","category","Total Incentive Amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B07K5RJJTC","X000RT5CCF","【Smart-KM】T005 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (ピンク, XXL)","KIX3","JP","28.0","24.0","2.0","centimeters","0.16","kilograms","0.0013","cubic meters","Standard-Size","0.07","0.0","0.0","2023-04","2818.0","JPY","0.1272","Clothing","0.0","--","0.03"
"B07ZDCLLB7","X000SYFST1","[Smart-Bear] P002 キッズ服 Tシャツ ズボン 男の子 女の子 パジャマ 前開きキッズ 部屋着 寝間着ルームウェア ホームサービス ベビー 長袖 ボタン トップス ショートパンツ 上下セット服 子供 春 秋 冬 七五三 誕生日 新年 (100cm, ピンク花柄)","KIX3","JP","26.0","18.6","3.8","centimeters","0.3","kilograms","0.0018","cubic meters","Standard-Size","1.0","0.0","0.0018","2023-04","2818.0","JPY","5.2161","Clothing","0.0","--","0.0"
"B07ZDDV5G7","X000SYG7K5","【Smart-Bear】P001 子供用長袖パジャマ 男の子と女の子の下着子供の秋服セット綿の下着子供用コットンセーターパジャマ 丈夫で快適 綿100％ルームウェア長袖パジャマ上下セットパジャマ 2点セット子供服 長袖 寝間着 上下セット (90cm, Best layers)","KIX3","JP","26.0","18.6","3.6","centimeters","0.3","kilograms","0.0017","cubic meters","Standard-Size","1.0","0.0","0.0017","2023-04","2818.0","JPY","4.9416","Clothing","0.0","--","0.0"
"B07ZDFBP7C","X000SYGL3X","[Smart-Bear] P002 キッズ服 Tシャツ ズボン 男の子 女の子 パジャマ 前開きキッズ 部屋着 寝間着ルームウェア ホームサービス ベビー 長袖 ボタン トップス ショートパンツ 上下セット服 子供 春 秋 冬 七五三 誕生日 新年 (130cm, グレー花柄)","KIX3","JP","26.0","18.6","3.8","centimeters","0.38","kilograms","0.0018","cubic meters","Standard-Size","1.0","0.0","0.0018","2023-04","2818.0","JPY","5.2161","Clothing","0.0","--","0.0"
"B0829T2RHN","X000TC1RI3","[Smart-Bear] W110 可愛い キッズ 靴下 子供 ボーイズ 靴下 男の子 ソックス 綿 抗菌防臭 吸汗吸湿 弾性 通気 柔らかい かわいい 通園通学 5足セット (L, キリン柄)","KIX3","JP","21.0","9.0","4.7","centimeters","0.16","kilograms","9.0E-4","cubic meters","Standard-Size","0.8","0.0","7.0E-4","2023-04","2818.0","JPY","1.9331","Clothing","0.0","--","0.03"
"B0782VLBQ7","X000WRDPNZ","[smally] 【Smart-Bear】T004 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (イエロー, M)","KIX3","JP","21.39","17.0","2.39","centimeters","0.16","kilograms","9.0E-4","cubic meters","Standard-Size","0.03","0.0","0.0","2023-04","2818.0","JPY","0.0822","Clothing","0.0","--","0.0"
"B077VSVXYC","X000R151AL","【Smart-KM】T007 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 透明 クリア (ブラック, XL)","KIX4","JP","31.5","24.5","2.0","centimeters","0.18","kilograms","0.0015","cubic meters","Standard-Size","1.33","0.0","0.0021","2023-04","2818.0","JPY","5.7996","Clothing","0.0","--","0.0"
"B077VSSXJX","X000R151AV","【Smart-KM】T007 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 透明 クリア (ホワイト, M)","KIX4","JP","30.39","22.8","3.6","centimeters","0.3","kilograms","0.0025","cubic meters","Standard-Size","0.73","0.0","0.0018","2023-04","2818.0","JPY","5.1549","Clothing","0.0","--","0.0"
"B077VTPBC2","X000R151B5","【Smart-KM】T007 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 透明 クリア (ブラック, M)","KIX4","JP","25.0","15.0","2.5","centimeters","0.28","kilograms","9.0E-4","cubic meters","Standard-Size","1.63","0.0","0.0015","2023-04","2818.0","JPY","4.3152","Clothing","0.0","--","0.0"
"B077VYDWWP","X000R15J6H","【Smart-KM】T007 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 透明 クリア (ホワイト, XXL)","KIX4","JP","30.39","22.8","3.6","centimeters","0.3","kilograms","0.0025","cubic meters","Standard-Size","0.27","0.0","7.0E-4","2023-04","2818.0","JPY","1.8745","Clothing","0.0","--","0.0"
"B077VSN4H6","X000R15J6R","【Smart-KM】T007 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 透明 クリア (ホワイト, L)","KIX4","JP","30.39","22.8","3.6","centimeters","0.3","kilograms","0.0025","cubic meters","Standard-Size","0.97","0.0","0.0024","2023-04","2818.0","JPY","6.7951","Clothing","0.0","--","0.0"
"B07RRCXLD1","X000R1AUDJ","【Smart-Bear】T101 フード付きタオル 子供用 マントバスタオル ビーチタオル 子ども 超吸収性 赤ちゃんポンチョ 綿 お風呂 プール ベビー 便利 柔らかい コットンバスタオル 鰐 ワニ 一角獣 ユニコーン (ワニ)","KIX4","JP","26.92","22.61","4.0","centimeters","0.29","kilograms","0.0024","cubic meters","Standard-Size","1.27","0.0","0.0031","2023-04","2818.0","JPY","8.6906","Clothing","0.0","--","0.0"
"B07RSBWQL8","X000RI8J0D","[Smart-Bear] T006 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 サメ (S, グレー)","KIX4","JP","24.19","24.0","3.6","centimeters","0.14","kilograms","0.0021","cubic meters","Standard-Size","2.5","0.0","0.0052","2023-04","2818.0","JPY","14.7245","Clothing","0.0","--","0.0"
"B077TYM9G3","X000RJ2QF1","【Smart-KM】T001 韓国enbihouseレインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 (イエロー, XXL)","KIX4","JP","30.39","24.39","1.6","centimeters","0.22","kilograms","0.0012","cubic meters","Standard-Size","1.0","0.0","0.0012","2023-04","2818.0","JPY","3.3421","Clothing","0.0","--","0.0"
"B07RR71B1P","X000RJ3IWL","[Smart-Bear] T006 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 サメ (L, グレー)","KIX4","JP","24.19","24.0","3.6","centimeters","0.14","kilograms","0.0021","cubic meters","Standard-Size","2.2","0.0","0.0046","2023-04","2818.0","JPY","12.9576","Clothing","0.0","--","0.0"
"B07RP5F6PR","X000RJ3LZP","[Smart-Bear] T008 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 梅花 熊 パイナップル (L, グレー)","KIX4","JP","28.4","24.2","2.2","centimeters","0.28","kilograms","0.0015","cubic meters","Standard-Size","1.0","0.0","0.0015","2023-04","2818.0","JPY","4.261","Clothing","0.0","--","0.0"
"B07RVJTTB5","X000RJ3M0T","[Smart-Bear] T008 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 梅花 熊 パイナップル (XXXL, グレー)","KIX4","JP","28.4","24.2","2.2","centimeters","0.28","kilograms","0.0015","cubic meters","Standard-Size","0.03","0.0","1.0E-4","2023-04","2818.0","JPY","0.142","Clothing","0.0","--","0.0"
"B07RQ4D55K","X000RJ3M13","[Smart-Bear] T008 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 梅花 熊 パイナップル (XL, グレー)","KIX4","JP","28.4","24.2","2.2","centimeters","0.28","kilograms","0.0015","cubic meters","Standard-Size","1.0","0.0","0.0015","2023-04","2818.0","JPY","4.261","Clothing","0.0","--","0.0"
"B07RN3R4CY","X000RJ3M1D","[Smart-Bear] T008 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 梅花 熊 パイナップル (XL, ピンク)","KIX4","JP","29.56","24.37","2.39","centimeters","0.38","kilograms","0.0017","cubic meters","Standard-Size","2.0","0.0","0.0034","2023-04","2818.0","JPY","9.7038","Clothing","0.0","--","0.0"
"B07RN5DSBD","X000RJ3N21","[Smart-Bear] T008 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 梅花 熊 パイナップル (S, ピンク)","KIX4","JP","28.4","24.2","2.2","centimeters","0.28","kilograms","0.0015","cubic meters","Standard-Size","0.37","0.0","6.0E-4","2023-04","2818.0","JPY","1.5624","Clothing","0.0","--","0.0"
"B07RQ5TWY8","X000RJ3N2B","[Smart-Bear] T008 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 梅花 熊 パイナップル (L, ピンク)","KIX4","JP","29.56","24.37","2.39","centimeters","0.38","kilograms","0.0017","cubic meters","Standard-Size","0.03","0.0","1.0E-4","2023-04","2818.0","JPY","0.1617","Clothing","0.0","--","0.0"
"B07RQ5DN1M","X000RJ3N2L","[Smart-Bear] T008 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 梅花 熊 パイナップル (S, グリーン)","KIX4","JP","28.4","24.2","2.2","centimeters","0.28","kilograms","0.0015","cubic meters","Standard-Size","2.0","0.0","0.003","2023-04","2818.0","JPY","8.5219","Clothing","0.0","--","0.0"
"B07RS9GFCN","X000RJ3N3F","[Smart-Bear] T008 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 梅花 熊 パイナップル (XL, ブルー)","KIX4","JP","28.4","24.2","2.2","centimeters","0.28","kilograms","0.0015","cubic meters","Standard-Size","2.47","0.0","0.0037","2023-04","2818.0","JPY","10.5104","Clothing","0.0","--","0.0"
"B07RP5Y4R4","X000RJ3N3P","[Smart-Bear] T008 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 梅花 熊 パイナップル (L, ブルー)","KIX4","JP","29.56","24.37","2.39","centimeters","0.38","kilograms","0.0017","cubic meters","Standard-Size","0.07","0.0","1.0E-4","2023-04","2818.0","JPY","0.3235","Clothing","0.0","--","0.0"
"B07RP5RVVV","X000RJ3N49","[Smart-Bear] T008 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 梅花 熊 パイナップル (M, ピンク)","KIX4","JP","29.56","24.37","2.39","centimeters","0.38","kilograms","0.0017","cubic meters","Standard-Size","1.4","0.0","0.0023","2023-04","2818.0","JPY","6.4692","Clothing","0.0","--","0.07"
"B07RTHQ2KZ","X000RJ3OBB","[enbihouse] 【Smart-Bear】T010 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 雪の女王 Frozen (ブルー, XL)","KIX4","JP","29.39","24.0","2.39","centimeters","0.26","kilograms","0.0017","cubic meters","Standard-Size","3.73","0.0","0.0062","2023-04","2818.0","JPY","17.5777","Clothing","0.0","--","0.03"
"B07RP5YSYZ","X000RJ3OC5","[enbihouse] 【Smart-Bear】T010 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 雪の女王 Frozen (ピンク, M)","KIX4","JP","29.39","24.0","2.39","centimeters","0.26","kilograms","0.0017","cubic meters","Standard-Size","1.33","0.0","0.0022","2023-04","2818.0","JPY","6.3343","Clothing","0.0","--","0.0"
"B07RN46T9J","X000RJ3OCF","[enbihouse] 【Smart-Bear】T010 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 フクロウ 雪の女王 Frozen (ブルー, XXL)","KIX4","JP","29.39","24.0","2.39","centimeters","0.26","kilograms","0.0017","cubic meters","Standard-Size","0.2","0.0","3.0E-4","2023-04","2818.0","JPY","0.9501","Clothing","0.0","--","0.0"
"B07RQDTBS5","X000RJ6QE3","[Smart-Bear] W002 子供の靴下 女の子 ソックス メッシュ素材 可愛い お姫様 学生用 通園通学 5足セット (B, m)","KIX4","JP","21.4","8.8","4.2","centimeters","0.18","kilograms","8.0E-4","cubic meters","Standard-Size","4.0","0.0","0.0032","2023-04","2818.0","JPY","8.9157","Clothing","0.0","--","0.0"
"B07RRJ5TNV","X000RJ6T1D","[Smart-Bear] W005 子供の靴下 男の子 女の子 ソックス 通園 通学 抗菌 通気性 5足セット (M)","KIX4","JP","21.6","8.8","4.59","centimeters","0.16","kilograms","9.0E-4","cubic meters","Standard-Size","16.37","0.0","0.0142","2023-04","2818.0","JPY","40.0754","Clothing","0.0","--","0.07"
"B07RTNMVT2","X000RJ6TMR","[Smart-Bear] W006 子供の靴下 ベビー 幼児用 キッズ 子供 靴下 笑顔 ジュニア キッズ クルー丈 カラフル 女の子 男の子 スポーツ 5足セット (S)","KIX4","JP","21.39","8.59","4.59","centimeters","0.18","kilograms","8.0E-4","cubic meters","Standard-Size","1.0","0.0","8.0E-4","2023-04","2818.0","JPY","2.3767","Clothing","0.0","--","0.0"
"B07RTK9R3K","X000RJ6VAR","【Smart-Bear】W010 子供の靴下 キッズ 子供 くつした メッシュ 通気防臭 男女兼用 男の子 女の子 可愛い 5足セット (S)","KIX4","JP","17.0","7.4","4.2","centimeters","0.18","kilograms","5.0E-4","cubic meters","Standard-Size","1.33","0.0","7.0E-4","2023-04","2818.0","JPY","1.9356","Clothing","0.0","--","0.03"
"B077VWS1WM","X000RJIWPT","【Smart-KM】T007 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 透明 クリア (ブラック, XXL)","KIX4","JP","30.39","22.8","3.6","centimeters","0.3","kilograms","0.0025","cubic meters","Standard-Size","1.63","0.0","0.0041","2023-04","2818.0","JPY","11.4814","Clothing","0.0","--","0.0"
"B077VVKF43","X000RJJ4E7","【Smart-KM】T007 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 透明 クリア (ブラック, L)","KIX4","JP","27.18","20.32","1.52","centimeters","0.2","kilograms","8.0E-4","cubic meters","Standard-Size","1.17","0.0","0.001","2023-04","2818.0","JPY","2.76","Clothing","0.0","--","0.0"
"B0785671P8","X000RJJ4EH","【Smart-KM】T007 レインコート レインウェア 雨具 キッズ 子供 レインコート 可愛い 超軽量 通学 透明 クリア (ホワイト, S)","KIX4","JP","30.39","22.8","3.6","centimeters","0.3","kilograms","0.0025","cubic meters","Standard-Size","0.77","0.0","0.0019","2023-04","2818.0","JPY","5.3892","Clothing","0.0","--","0.0"
